序号,区市县,街道,采样点名称,采样点地址,开放时间,联系电话
803,金普新区,马桥子街道,杏林社区采样点,大连市金普新区马桥子街道杏林社区广场（杏花里17号）,周三、周六 8：00-11：30、13：00-18：00,87635032
804,金普新区,马桥子街道,工业团地社区采样点2,大连市金普新区马桥子街道东北三街18号,周三、周六 8：00-11：30、13：00-18：00,87643699
805,金普新区,马桥子街道,倚山里社区采样点1 ,大连市金普新区马桥子街道东北四街152号倚山里社区,周三、周六 8：00-11：30、13：00-18：00,87316903
806,金普新区,马桥子街道,金桥社区采样点,大连市金普新区马桥子街道金桥社区对面广场（黄海西四路6-1号）,周三、周六 8：00-11：30、13：00-18：00,87631040
807,金普新区,马桥子街道,华润社区采样点,大连市金普新区马桥子街道滨海中路华润海中四五期会所,周三、周六 8：00-11：30、13：00-18：00,88034750
808,金普新区,马桥子街道,华阳社区采样点,大连市金普新区马桥子街道滨海中路华润海中国三期物业会所,周三、周六 8：00-11：30、13：00-18：00,15541165563
809,金普新区,马桥子街道,海湾城社区采样点,大连市金普新区马桥子街道海湾城一期4-5公建,周三、周六 8：00-11：30、13：00-18：00,39216200
810,金普新区,马桥子街道,富兴社区采样点,大连市金普新区马桥子街道辽河西二路16号,周三、周六 8：00-11：30、13：00-18：00,88535545
811,金普新区,马桥子街道,岭湾峰尚社区居民采样点,大连市金普新区马桥子街道铁山西路88号岭湾峰尚社区一楼,周三、周六 8：00-11：00、13：00-18：00,87560317
812,金普新区,马桥子街道,城润社区采样点,大连市金普新区马桥子街道城润万家05区,周三、周六 8：00-11：30、13：00-18：00,88536991
813,金普新区,马桥子街道,润海社区采样点,大连市金普新区马桥子街道华润便民市场,周三、周六 8：00-11：30、13：00-18：00,87564909
814,金普新区,马桥子街道,怡海社区采样点,大连市金普新区马桥子街道益海园10号楼外侧公建怡海社区门口,周三、周六 8：00-11：30、13：00-18：00,88702015
815,金普新区,马桥子街道,亿锋社区三期小广场,大连市金普新区马桥子街道赤峰街22号  亿锋三期小区南门,周三、周六 8：00-11：30、13：00-18：00,88172672
816,金普新区,马桥子街道,盘起工业点位,大连市金普新区马桥子街道锦州街5号盘起工业院内,周三、周六 8：00-11：30、13：00-18：00,88172672
817,金普新区,马桥子街道,保兴社区采样点,大连市金普新区马桥子街道东北六街102号钻石9座售楼处,周三、周六 8：00-11：30、13：00-18：00,39268879
818,金普新区,马桥子街道,盛兴社区采样点,大连市金普新区马桥子街道海天路16号海惠街与黄海西二路交叉口,周三、周六 8：00-11：30、13：00-18：00,87180722
819,金普新区,马桥子街道,倚园里社区采样点,大连市金普新区马桥子街道东北二街78号倚平里西区东门,周三、周六 8：00-11：30、13：00-18：00,87320449
820,金普新区,马桥子街道,悦海社区采样点,大连市金普新区马桥子街道润海园西区92-1号悦海社区门前,周三、周六 8：00-11：30、13：00-18：00,87531643
821,金普新区,马桥子街道,杏园社区采样点,大连市金普新区马桥子街道华宇凤凰城12号楼,周三、周六 8：00-11：30、13：00-18：00,87564103
822,金普新区,湾里街道,城志社区采样点,大连市经济技术开发区湾里街道城志社区党建主题广场,周三、周六 8：00-11：30、13：00-18：00,81667377
823,金普新区,湾里街道,金城社区采样点,大连市经济技术开发区湾里街道湾里南东区地下车库,周三、周六 8：00-11：30、13：00-18：00,87566002
824,金普新区,湾里街道,松岚社区采样点,大连市经济技术开发区湾里街道松岚活动室（天荣大药房旁）,周三、周六 8：00-11：30、13：00-18：00,88039691
825,金普新区,湾里街道,名苑社区采样点,大连市经济技术开发区湾里街道远洋时代城三期57-1,周三、周六 8：00-11：30、13：00-18：00,88039730
826,金普新区,湾里街道,青馨社区采样点,大连市经济技术开发区湾里街道大地街63－5,周三、周六 8：00-11：30、13：00-18：00,88705513
827,金普新区,湾里街道,吉安社区采样点,大连市经济技术开发区湾里街道高安里60号楼,周三、周六 8：00-11：30、13：00-18：00,87318352
828,金普新区,湾里街道,都悦社区采样点,大连市经济技术开发区湾里街道都悦里42号楼东侧,周三、周六 8：00-11：30、13：00-18：00,87406748
829,金普新区,湾里街道,祥泰社区采样点,大连市经济技术开发区湾里街道祥泰社区居委会院内（高山路高城山小学东南侧约30米）,周三、周六 8：00-11：30、13：00-18：00,87318351
830,金普新区,湾里街道,石城社区采样点,大连市经济技术开发区湾里街道湾里西23号楼,周三、周六 8：00-11：30、13：00-18：00,87335101
831,金普新区,湾里街道,栗苑社区采样点,大连市经济技术开发区湾里街道山河御景147-4号,周三、周六 8：00-11：30、13：00-18：00,87563428
832,金普新区,湾里街道,湾里街道港湾社区采样点,大连市经济技术开发区湾里街道欢乐颂165-22,周三、周六 8：00-11：30、13：00-18：00,88535371
833,金普新区,湾里街道,翰林社区采样点,大连市经济技术开发区湾里街道.湾里街道学府大街25号金凯隆购物广场,周三、周六 8：00-11：30、13：00-18：00,88703730
834,金普新区,湾里街道,宜宁社区采样点,大连市经济技术开发区湾里街道宜宁里48号楼前大院,周三、周六 8：00-11：30、13：00-18：00,87318312
835,金普新区,湾里街道,新城社区采样点,大连市经济技术开发区湾里街道新城社区办公楼门前,周三、周六 8：00-11：30、13：00-18：00,87964002
836,金普新区,湾里街道,高合社区采样点,大连市经济技术开发区湾里街道高合里23号楼楼下,周三、周六 8：00-11：30、13：00-18：00,87180730
837,金普新区,湾里街道,奇瑞社区采样点,大连市经济技术开发区湾里街道瑞景园小区16号楼,周三、周六 8：00-11：30、13：00-18：00,87563728
838,金普新区,湾里街道,东城社区采样点,大连市经济技术开发区湾里街道东城天下小区10号楼,周三、周六 8：00-11：30、13：00-18：00,87932860
839,金普新区,湾里街道,东湾社区采样点,大连市经济技术开发区湾里街道福安街66号-9（聚美东湾售楼处）,周三、周六 8：00-11：30、13：00-18：00,88069036
840,金普新区,湾里街道,蓝湾社区采样点,大连市经济技术开发区湾里街道双港滨海丰园26-5滨海丰园活动室,周三、周六 8：00-11：30、13：00-18：00,87967375
841,金普新区,湾里街道,山城社区采样点,大连市经济技术开发区湾里街道湾里街285号-289号中间人防工程,周三、周六 8：00-11：30、13：00-18：00,88706180
842,金普新区,湾里街道,金湾社区采样点,大连市经济技术开发区湾里街道裕民新苑32号楼1楼,周三、周六 8：00-11：30、13：00-18：00,87939029
843,金普新区,海青岛街道,金北卫服采样点,大连市经济技术开发区海青岛街道金北卫服,周三、周六 8：00-11：30、13：00-18：00,87311545
844,金普新区,海青岛街道,东居里二社区采样点,大连市经济技术开发区海青岛街道东居里20号楼社区文体活动室,周三、周六 8：00-11：30、13：00-18：00,87303500
845,金普新区,海青岛街道,东居里一社区采样点,大连市经济技术开发区海青岛街道东居里一老年活动室,周三、周六 8：00-11：30、13：00-18：00,87309724
846,金普新区,海青岛街道,岗盛社区采样点,大连市经济技术开发区海青岛街道岗盛社区活动室,周三、周六 8：00-11：30、13：00-18：00,87523256
847,金普新区,海青岛街道,金源名府社区采样点,大连市经济技术开发区海青岛街道松岚街35N-3金源名府社区活动室,周三、周六 8：00-11：30、13：00-18：00,88165919
848,金普新区,海青岛街道,东阁里社区采样点,大连市经济技术开发区海青岛街道东阁里活动室,周三、周六 8：00-11：30、13：00-18：00,87522563
849,金普新区,海青岛街道,水舞广场采样点,大连市经济技术开发区海青岛街道格林小镇水舞广场,周三、周六 8：00-11：30、13：00-18：00,87544808
850,金普新区,海青岛街道,瑞港社区采样点,大连市经济技术开发区海青岛街道通港路124-7,周三、周六 8：00-11：30、13：00-18：00,87575711
851,金普新区,海青岛街道,港西社区采样点,大连市经济技术开发区海青岛街道岗松里1号楼后身老年活动室港西社区老年活动室,周三、周六 8：00-11：30、13：00-18：00,87525375
852,金普新区,海青岛街道,港兴社区采样点,大连市经济技术开发区海青岛街道顺风里小区35-4,周三、周六 8：00-11：30、13：00-18：00,88017916
853,金普新区,海青岛街道,金源南里社区釆样点,大连市经济技术开发区海青岛街道金源南里社区88号楼,周三、周六 8：00-11：30、13：00-18：00,62782778
854,金普新区,大孤山街道,海景社区采样点,大连市经济技术开发区红星海岚谷204-1海景社区活动室门口,周三、周六 8：00-11：30、13：00-18：00,66164806
855,金普新区,大孤山街道,绿洲社区广场,大连市经济技术开发区绿洲社区门前广场,周三、周六 8：00-11：30、13：00-18：00,87575223
856,金普新区,大孤山街道,临港小学南,大连市经济技术开发区小孤山东里临港小学南侧,周三、周六 8：00-11：30、13：00-18：00,87529859
857,金普新区,大孤山街道,鹏程社区采样点,大连市经济技术开发区鹏运街8-3振鹏供电所西侧空房处,周三、周六 8：00-11：30、13：00-18：00,88038726
858,金普新区,大孤山街道,海韵社区采样点,大连市经济技术开发区红星海商业街156-10海韵社区新时代文明实践站门口,周三、周六 8：00-11：30、13：00-18：00,87574922
859,金普新区,大孤山街道,鹏运社区采样点,大连市经济技术开发区大孤山街道鹏达街与振鹏中二路交叉口西南方向150米（瑞仕尚城二期西门外小广场）,周三、周六 8：00-11：30、13：00-18：00,88038362
860,金普新区,大孤山街道,富港社区采样点,大连市经济技术开发区富港社区文化广场,周三、周六 8：00-11：30、13：00-18：00,87519816
861,金普新区,大孤山街道,海港社区采样点1,大连市经济技术开发区时光的岸207-1公建门前,周三、周六 8：00-11：30、13：00-18：00,88538586
862,金普新区,大孤山街道,红星社区采样点,大连市经济技术开发区小孤山中里124号楼红星社区办公楼,周三、周六 8：00-11：30、13：00-18：00,88014838
863,金普新区,站前街道,建兴社区采样点,大连市金普新区站前街道解放路133号以北建兴小广场,周三、周六 8：00-11：30、13：00-18：00,87676641
864,金普新区,站前街道,盛滨社区A区采样点,大连市金普新区站前街道盛滨社区A区活动板房,周三、周六 8：00-11：30、13：00-18：00,87710272
865,金普新区,站前街道,拥军社区采样点,大连市金普新区站前街道拥军社区党员活动室,周三、周六 8：00-11：30、13：00-18：00,87873057
866,金普新区,站前街道,金源花园采样点,大连市金普新区站前街道金源花园38号楼前广场,周三、周六 8：00-11：30、13：00-18：00,88029330
867,金普新区,站前街道,环保社区办公室后院采样点,大连市金普新区站前街道振兴街8号环保社区办公室后院,周三、周六 8：00-11：30、13：00-18：00,87677480
868,金普新区,站前街道,南棉社区居委会采样点,大连市金普新区站前街道南棉社区居委会（金湾路207-5）,周三、周六 8：00-11：30、13：00-18：00,87698219
869,金普新区,站前街道,南山庄小区采样点,大连市金普新区站前街道南山庄小区广场,周三、周六 8：00-11：30、13：00-18：00,87660709
870,金普新区,站前街道,新希望家园采样点,大连市金普新区站前街道新希望家园10号楼斜后方小广场,周三、周六 8：00-11：30、13：00-18：00,39307067
871,金普新区,站前街道,金程社区宝林凤凰城老年活动室采样点,大连市金普新区站前街道宝林凤凰城老年活动室,周三、周六 8：00-12：00,87667032
872,金普新区,站前街道,金程社区金宸联郡采样点,大连市金普新区站前街道金宸联郡幼儿园,周三、周六 8：00-11：30、13：00-18：00,87667032
873,金普新区,站前街道,新里程社区采样点海脉未来城二期物业,大连市金普新区站前街道海脉未来城二期物业,周三、周六 8：00-11：30、13：00-18：00,66361019
874,金普新区,站前街道,御龙湾采样点,大连市金普新区站前街道御龙湾小区广场1,周三、周六 8：00-11：30、13：00-18：00,66361312
875,金普新区,站前街道,吴家村委会采样点,大连市金普新区站前街道吴家村委会西院党群服务中心,周三、周六 8：00-11：30、13：00-18：00,62310604
876,金普新区,站前街道,马家村委会核酸采样点,大连市金普新区站前街道马家村委会院内,周三、周六 8：00-11：30、13：00-18：00,87038750
877,金普新区,站前街道,民和村委会核酸采样点,大连市金普新区站前街道民和村委会院内,周三、周六 8：00-11：30、13：00-18：00,87669900
878,金普新区,站前街道,杨家村委会核酸采样点,大连市金普新区站前街道杨家村委会北侧小广场,周三、周六 8：00-11：30、13：00-18：00,87661122
879,金普新区,友谊街道,友谊街道古城乙区社区采样点,大连市金普新区友谊街道古城乙区花园广场,周三、周六 8：00-11：30、13：00-18：00,87800081
880,金普新区,友谊街道,友谊街道爱民社区采样点,大连市金普新区友谊街道古城丁区32号楼,周三、周六 8：00-11：30、13：00-18：00,87823236
881,金普新区,友谊街道,友谊街道金华社区采样点,大连市金普新区友谊街道金华小区二期广场东侧小房,周三、周六 8：00-11：30、13：00-18：00,87801213
882,金普新区,友谊街道,友谊街道康乐社区采样点,大连市金普新区友谊街道古城丁区27号楼,周三、周六 8：00-11：30、13：00-18：00,87802632
883,金普新区,友谊街道,友谊街道宁海社区采样点,大连市金普新区友谊街道宁海社区居委会,周三、周六 8：00-11：30、13：00-18：00,87801503
884,金普新区,友谊街道,友谊街道明珠社区采样点,大连市金普新区友谊街道明珠社区三期1号公建,周三、周六 8：00-11：30、13：00-18：00,87771117
885,金普新区,友谊街道,友谊街道龙兴社区采样点,大连市金普新区友谊街道阳光丽景正门,周三、周六 8：00-11：30、13：00-18：00,87854098
886,金普新区,友谊街道,友谊街道金海社区采样点,大连市金普新区友谊街道金海蓝湾北门西侧公建,周三、周六 8：00-11：30、13：00-18：00,87814621
887,金普新区,友谊街道,友谊街道园艺村采样点,大连市金普新区友谊街道社区卫生服务中心后身小广场活动板房,周三、周六 8：00-11：30、13：00-18：00,87802414
888,金普新区,友谊街道,友谊街道兴民村采样点,大连市金普新区友谊街道兴民村委会院内,周三、周六 8：00-11：30、13：00-18：00,87817269
889,金普新区,友谊街道,友谊街道龙王庙村采样点,大连市金普新区友谊街道益佳客栈,周三、周六 8：00-11：30、13：00-18：00,87854082
890,金普新区,友谊街道,友谊街道堂悦社区采样点,大连市金普新区友谊街道招商雍景湾公建35-12,周三、周六 8：00-11：30、13：00-18：00,87823430
891,金普新区,光中街道,阿尔滨机械化院内采样点,大连市金普新区光中街道阿尔滨公寓对面院内,周三、周六 8：00-11：30、13：00-18：00,62691553
892,金普新区,光中街道,中长村院内采样点,大连市金普新区光中街道金东路215-1号,周三、周六 8：00-11：30、13：00-18：00,87806969
893,金普新区,光中街道,红旗社区居委会门前广场采样点,大连市金普新区光中街道国防路433号,周三、周六 8：00-11：30、13：00-18：00,39330995
894,金普新区,光中街道,连大防疫办公室（刘佳外语对面）,大连市金普新区兴隆街7-1公建,周三、周六 8：00-11：30、13：00-18：00,39330995
895,金普新区,光中街道,荣盛小区新时代文明实践站,大连市金普新区光中街道荣盛小区5号楼,周三、周六 8：00-11：30、13：00-18：00,87685502
896,金普新区,光中街道,体育场社区门前采样点,大连市金普新区光中街道碧海尚城4-8#公建,周三、周六 8：00-11：30、13：00-18：00,87771239
897,金普新区,光中街道,八一花园采样点,大连市金普新区光中街道414部队院内,周三、周六 8：00-11：30、13：00-18：00,87813717
898,金普新区,光中街道,湖畔嘉园7号楼3单元公建,大连市金普新区光中街道湖畔嘉园7号楼3单元,周三、周六 8：00-11：30、13：00-18：00,87849730
899,金普新区,光中街道,社区文明实践站,大连市金普新区光中街道金湾路12号,周三、周六 8：00-11：30、13：00-18：00,87691126
900,金普新区,光中街道,绿苑小区党群服务中心,大连市金普新区光中街道绿苑小区8号楼对面,周三、周六 8：00-11：30、13：00-18：00,39341641
901,金普新区,光中街道,金连领地采样点,大连市金普新区光中街道金连领地6号楼车库,周三、周六 8：00-11：30、13：00-18：00,39341641
902,金普新区,光中街道,迎湖社区新时代文明实践站,大连市金普新区光中街道体育场小区15号楼,周三、周六 8：00-11：30、13：00-18：00,87788975
903,金普新区,光中街道,瑞宝斋美玉奇石馆采样点,大连市金普新区光中街道五一路金山宾馆西侧瑞宝斋美玉奇石馆,周三、周六 8：00-11：30、13：00-18：00,15640982547
904,金普新区,光中街道,观山悦小区采样点,大连市金普新区光中街道观山悦一期西侧停车场,周三、周六 8：00-11：30、13：00-18：00,87851164
905,金普新区,光中街道,天鸿展视界售楼处,大连市金普新区光中街道金东路215-2号,周三、周六 8：00-11：30、13：00-18：00,87138643
906,金普新区,光中街道,光中街道和平村委会,大连市金普新区光中街道和平村响水寺君霞商店门前,周三、周六 8：00-11：30、13：00-18：00,87803955
907,金普新区,光中街道,东风村卫生所检测点,大连市金普新区光中街道东风村卫生所,周三、周六 8：00-11：30、13：00-18：00,87841069
908,金普新区,光中街道,和平社区文明实践站,大连市金普新区光中街道交通银行后身,周三、周六 8：00-11：30、13：00-18：00,39326787
909,金普新区,光中街道,芙蓉花园活动室,大连市金普新区光中街道和平路72号,周三、周六 8：00-11：30、13：00-18：00,87769055
910,金普新区,光中街道,胜利西社区96号楼采样点,大连市金普新区光中街道福佳新天地广场奶酪王国对面,周三、周六 8：00-11：30、13：00-18：00,87678060
911,金普新区,先进街道,俪城社区采样点,大连市金普新区先进街道福岳街宏城嘉苑销售中心北侧,周三、周六 8：00-11：30、13：00-18：00,87718310
912,金普新区,先进街道,渤海社区采样点,大连市金普新区先进街道渤海社区渤海广场,周三、周六 8：00-11：30、13：00-18：00,87706052
913,金普新区,先进街道,康居社区采样点,大连市金普新区先进街道康居小区6号楼小广场,周三、周六 8：00-11：30、13：00-18：00,87715417
914,金普新区,先进街道,响泉社区采样点,大连市金普新区先进街道响泉社区渤海街112-1号,周三、周六 8：00-11：30、13：00-18：00,87700446
915,金普新区,先进街道,先进街道东山社区采样点,大连市金普新区先进街道桂林小区722A,周三、周六 8：00-11：30、13：00-18：00,88027655
916,金普新区,先进街道,民馨社区采样点,大连市金普新区先进街道民馨社区一楼会议室,周三、周六 8：00-11：30、13：00-18：00,87775921
917,金普新区,先进街道,聚鑫社区采样点,大连市金普新区先进街道聚鑫社区聚鑫小区30号楼一楼会议室,周三、周六 8：00-11：30、13：00-18：00,87706873
918,金普新区,先进街道,鸿玮社区采样点,大连市金普新区先进街道鸿玮社区院内,周三、周六 8：00-11：30、13：00-18：00,39323360
919,金普新区,先进街道,万城社区采样点,大连市金普新区先进街道万科城家家福超市旁广场,周三、周六 8：00-11：30、13：00-18：00,87851004
920,金普新区,先进街道,桃园社区采样点,大连市金普新区先进街道五一路桃园小区南侧桃园社区后院,周三、周六 8：00-11：30、13：00-18：00,87706965
921,金普新区,先进街道,鑫润社区采样点,大连市金普新区先进街道鑫润社区门前金润A区141号,周三、周六 8：00-11：30、13：00-18：00,87772563
922,金普新区,先进街道,金润社区采样点,大连市金普新区先进街道金润小区B区90号金润社区居民委员会楼东侧,周三、周六 8：00-11：30、13：00-18：00,87772056
923,金普新区,先进街道,松苑社区采样点,大连市金普新区先进街道松苑社区院内,周三、周六 8：00-11：30、13：00-18：00,87569191
924,金普新区,先进街道,七里村采样点,大连市金普新区先进街道聚鑫小区28号楼一楼会议室,周三、周六 8：00-11：30、13：00-18：00,87718820
925,金普新区,先进街道,先进街道八里村采样点,大连市金普新区先进街道八里村委会院内,周三、周六 8：00-11：30、13：00-18：00,87700786
926,金普新区,拥政街道,古城甲区社区采样点,大连市金普新区拥政街道古城甲区清韵广场,周三、周六 8：00-11：30、13：00-18：00,87816317
927,金普新区,拥政街道,憬园社区采样点,大连市金普新区拥政街道憬园河畔30号楼,周三、周六 8：00-11：30、13：00-18：00,87133929
928,金普新区,拥政街道,伟桥金北嘉园采样点,大连市金普新区拥政街道伟桥金北嘉园物业楼,周三、周六 8：00-11：30、13：00-18：00,87133139
929,金普新区,拥政街道,福利街社区采样点,大连市金普新区拥政街道福利街社区平安小区169号公建,周三、周六 8：00-11：30、13：00-18：00,66369876
930,金普新区,拥政街道,古城丙区20号楼采样点,大连市金普新区拥政街道古城丙区20号楼,周三、周六 8：00-11：30、13：00-18：00,87823766
931,金普新区,拥政街道,八一路社区采样点,大连市金普新区拥政街道八一路社区胜利路743号,周三、周六 8：00-11：30、13：00-18：00,87823990
932,金普新区,拥政街道,永安社区采样点,大连市金普新区拥政街道大港永安四季东侧公建（养老服务中心门前）,周三、周六 8：00-11：30、13：00-18：00,87878894
933,金普新区,拥政街道,青山村采样点,大连市金普新区拥政街道青山村广场（村委会西南侧）,周三、周六 8：00-11：30、13：00-18：00,87820500
934,金普新区,拥政街道,三里村采样点,大连市金普新区拥政街道三里村民委员会,周三、周六 8：00-11：30、13：00-18：00,13840860963
935,金普新区,拥政街道,九里村采样点,大连市金普新区拥政街道九里村九里轻轨站北行200米,周三、周六 8：00-11：30、13：00-18：00,87804626
936,金普新区,拥政街道,红塔柳岸新筑采样点,大连市金普新区拥政街道红塔柳岸新筑小区门岗,周三、周六 8：00-11：30、13：00-18：00,13840802789
937,金普新区,拥政街道,九苑小区金德物业采样点,大连市金普新区拥政街道九苑小区金德物业旁公建,周三、周六 8：00-11：30、13：00-18：00,15142414183
938,金普新区,大魏家街道,大魏家村,大连市金普新区大魏家街道樱韵广场,周三、周六 8：00-11：30、13：00-18：00,87891212
939,金普新区,华家街道,华家街道行政服务大厅,大连市金普新区华家街道行政服务大厅,周三、周六 8：00-11：30、13：00-18：00,87202207
940,金普新区,二十里堡街道,工业园区采样点,大连市金普新区二十里堡街道十三里工业园区转盘,周三、周六 8：00-11：30、13：00-18：00,87380842
941,金普新区,登沙河街道,正阳社区采样点,大连市金普新区登沙河街道正阳街24号洪成电机厂内,周三、周六 8：00-11：30、13：00-18：00,87230242
942,金普新区,金石滩街道,蓝海湾,大连市经济技术开发区蓝海湾售楼处,周三、周六 8：00-11：30、13：00-18：00,87900107
943,金普新区,金石滩街道,龙山小区,大连市经济技术开发区金石滩街道金山社区办公楼,周三、周六 8：00-11：30 、13：00-18：00,87915021
944,金普新区,金石滩街道,金馨园四区,大连市经济技术开发区金石滩街道常江湾社区办公楼旁,周三、周六 8：00-11：30 、13：00-18：00,88162221
945,金普新区,金石滩街道,保亿丽景山,大连市经济技术开发区金石滩街道保亿丽景山售楼处,周三、周六 8：00-11：30 、13：00-18：00,87902355
946,金普新区,亮甲店街道,振兴社区居委会采样点,大连市金普新区亮甲店街道振兴社区居委会后院,周三、周六 8：00-12：00 、13：00-17：00,87280714
947,金普新区,大李家街道,龙台社区采样点,大连市金普新区大李家街道龙台社区居委会,周三、周六 8：00-11：30 、13：00-18：00,87226871
948,金普新区,大李家街道,城子村采样点,大连市金普新区大李家街道城子村委员会,周三、周六 8：00-11：30 、13：00-18：00,87227319
949,金普新区,大李家街道,正明寺村采样点,大连市金普新区大李家街道正明寺委员会,周三、周六 8：00-11：30 、13：00-18：00,87729110
950,金普新区,向应街道,卫生院采样点,大连市金普新区向应街道卫生院,周三、周六 8：00-11：00,87290120
951,金普新区,得胜街道,1号标准化采样点,大连市经济技术开发区得胜街道新胜园1号楼前,周三、周六 8：00-11：00、13：00-18：00,87219969
952,金普新区,得胜街道,7号标准化采样点,大连市经济技术开发区得胜街道新胜园66号楼前,周三、周六 8：00-11：00、 13：00-18：00,87218970
953,金普新区,得胜街道,6号标准化采样点,大连市经济技术开发区得胜街道新胜园4期广场,周三、周六 8：00-11：00、13：00-18：00,87213317
954,金普新区,杏树街道,杏树卫生院采样点,大连市金州区杏树街道杏树村和谐街1号,周三、周六 8：00-11：00 、13：00-15：00,13898674878
955,金普新区,杏树街道,勇家村采样点,大连市金普新区杏树街道大猴线秦屯勇家村委会,周三、周六 8：00-11：00,13332233371
956,金普新区,七顶山街道,金州区七顶山街道卫生院,大连市金普新区七顶山街道卫生院,周三、周六 8：00-11：30、13：00-18：00,87881120
957,金普新区,董家沟街道,福泉社区采样点,大连市经济技术开发区董家沟街道福泉社区64号楼老年活动中心一楼,周三、周六 8：00-11：30、13：00-18：00,87342105
958,金普新区,石河街道,高家屯采样点,大连市金普新区石河街道华农村村委会,周三、周六 8：00-11：30、13：00-18：00,87268900
959,金普新区,石河街道,凤阳小区钓鱼台居民委员会一楼采样点,大连市金普新区石河街道凤阳小区钓鱼台居民委员会一楼,周三、周六 8：00-11：30、13：00-18：00,87266901
960,金普新区,石河街道,老113中学采样点,大连市金普新区石河街道113中学,周三、周六 8：00-11：30、13：00-18：00,87261995
961,金普新区,炮台街道,三家社区大商,大连市金普新区炮台街道三家社区大商,周三、周六 8：00-11：00、13：00-16：00,13942682532
962,金普新区,炮台街道,邓屯村村委会,大连市金普新区炮台街道邓屯村村委会,周三、周六 8：00-11：00、13：00-16：00,13998525111
963,金普新区,炮台街道,化工园区1,大连市金普新区炮台街道化工园区傲视化学有限公司门口,周三、周六 8：00-11：00、13：00-16：00,15840843932
964,金普新区,复州湾街道,银湾社区采样点,大连市金普新区复州湾街道极地希望小学操场,周三、周六 8：00-11：30、13：00-18：00,19141128557
965,金普新区,三十里堡街道,西山后村村委会采样点,大连市金普新区三十里堡街道万兴街26号泰峰二期广场,周三、周六 8：00-11：30、13：00-18：00,85901512
966,金普新区,三十里堡街道,北乐村村委会采样点,大连市金普新区三十里堡街道真爱西小区9号楼,周三、周六 8：00-11：30、13：00-18：00,87354323
967,金普新区,三十里堡街道,红果村村委会采样点,大连市金普新区三十里堡街道中心路91号,周三、周六 8：00-11：30、13：00-18：00,87360332
968,高新区,凌水街道,栾山社区采样点,大连市高新区清馨街50-1公建, 周三、周六 8：00-11：30、13：30-18：00,84722271
969,高新区,凌水街道,观海社区采样点,大连市高新技术产业园区听涛街9号公建, 周三、周六 8：00-11：30、13：30-18：00,84821913
970,高新区,凌水街道,栾金中街1号楼采样点,大连市高新区栾金中街1号楼前小房, 周三、周六 8：00-11：30、13：30-18：00,88802002
971,高新区,凌水街道,百合山庄大山新时代广场采样点,大连市高新区屹馨街1号, 周三、周六 8：00-11：30、13：30-18：00,84773079
972,高新区,凌水街道,百合文体广场屹馨南街146公建采样点,大连市高新区屹馨南街146号, 周三、周六 8：00-11：30、13：30-18：00,84831147
973,高新区,凌水街道,小平岛第一社区采样点,大连市高新区品涛街59号, 周三、周六 8：00-11：30、13：30-18：00,84821631
974,高新区,凌水街道,新新园11号楼前健身广场采样点,大连市高新区新新园11号, 周三、周六 8：00-11：30、13：30-18：00,84716016
975,高新区,凌水街道,清馨社区采样点,大连市高新区清馨东园23-2公建, 周三、周六 8：00-11：30、13：30-18：00,84976270
976,高新区,凌水街道,绘春社区采样点,大连市高新区绘春街55号公建, 周三、周六 8：00-11：30、13：30-18：00,84769930
977,高新区,凌水街道,枫峪园社区采样点,大连市高新区枫峪园2-5公建, 周三、周六 8：00-11：30、13：30-18：00,82287325
978,高新区,凌水街道,博学社区采样点,大连市高新区大华爱琴湾小区博学北园5号楼公建, 周三、周六 8：00-11：30、13：30-18：00,84570601
979,高新区,凌水街道,大华七期物业采样点,大连市高新区博广园38号楼西侧, 周三、周六 8：00-11：30、13：30-18：00,82289112
980,高新区,凌水街道,IT家园社区采样点,大连市高新区屹馨街190-11, 周三、周六 8：00-11：30、13：30-18：00,84722920
981,高新区,凌水街道,壹品漫谷小区4号岗采样点,大连市高新区壹品漫谷小区4号岗, 周三、周六 8：00-11：30、13：30-18：00,84837107
982,高新区,凌水街道,庙岭中心社区采样点,大连市高新区博广园1号, 周三、周六 8：00-11：30、13：30-18：00,88802451
983,高新区,凌水街道,桃峪园5号楼8-4车库采样点,大连市高新区桃峪园5号楼下8-4车库, 周三、周六 8：00-11：30、13：30-18：00,82287403
984,高新区,凌水街道,燕南社区采样点,大连市高新区燕南街72号, 周三、周六 8：00-11：30、13：30-18：00,84770032
985,高新区,凌水街道,凌秀小区门岗采样点,大连市高新区凌秀路32号, 周三、周六 8：00-11：30、13：30-18：00,84729417
986,高新区,凌水街道,广贤社区采样点,大连市高新区广贤路12号6-26, 周三、周六 8：00-11：30、13：30-18：00,84817912
987,高新区,凌水街道,大有文园社区采样点,大连市高新区凌奥街55号大有文园社区, 周三、周六 8：00-11：30、13：30-18：00,84771747
988,高新区,凌水街道,大有恬园社区采样点,大连市高新区大有恬园二期清恬园39号楼, 周三、周六 8：00-11：30、13：30-18：00,84976717
989,高新区,凌水街道,海苑花园中心小广场采样点,大连市高新区海苑花园26号楼, 周三、周六 8：00-11：30、13：30-18：00,84740218
990,高新区,凌水街道,依海社区采样点,大连市高新区小平岛邻海街208号, 周三、周六 8：00-11：30、13：30-18：00,84458726
